annotator	line_number	vclaim_id	vclaim_date	vclaim_url	label	sentence	vclaim	stance	verdict	
ai	136	6318	on Sunday, June 14th, 2015	http://politifact.com/truth-o-meter/statements/2015/jun/14/john-podesta/hillary-clinton-has-been-very-clear-trade-campaign/	Mostly False	The failed voices in Washington who oppose our movement are the exact same people who gave us one terrible trade deal after another.	Says Hillary Clinton's "been very clear where she stands on trade."	discuss	unknown	
ai	136	1823	on Tuesday, July 24th, 2018	http://politifact.com/truth-o-meter/statements/2018/jul/24/donald-trump/donald-trump-falsely-blames-trade-deals-lower-soyb/	Mostly False	The failed voices in Washington who oppose our movement are the exact same people who gave us one terrible trade deal after another.	The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.	agree	unknown	
	136	4450	on Thursday, August 18th, 2016	http://politifact.com/pennsylvania/statements/2016/aug/18/donald-trump/real-impact-nafta-pennsylvania-vs-donald-trumps-cl/	Mostly False	The failed voices in Washington who oppose our movement are the exact same people who gave us one terrible trade deal after another.	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.	agree	unknown	
ni	137	4450	on Thursday, August 18th, 2016	http://politifact.com/pennsylvania/statements/2016/aug/18/donald-trump/real-impact-nafta-pennsylvania-vs-donald-trumps-cl/	Mostly False	Who gave us one foreign policy disaster after another, and who sacrificed our sovereignty, our wealth, and our jobs.	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.	discuss	unknown	
ai	137	4592	on Wednesday, July 27th, 2016	http://politifact.com/north-carolina/statements/2016/jul/27/donald-trump/donald-trump-says-he-and-bernie-sanders-are-very-s/	Mostly True	Who gave us one foreign policy disaster after another, and who sacrificed our sovereignty, our wealth, and our jobs.	Says he and Bernie Sanders have "very similar" views on trade	discuss	unknown	
ai	142	9388	on Thursday, May 2nd, 2013	http://politifact.com/truth-o-meter/statements/2013/may/02/barack-obama/president-barack-obama-says-people-health-insuranc/	Half-True	Washington is full of people who are only looking out for themselves.	For people with insurance, the only impact of the health care law "is that their insurance is stronger, better and more secure than it was before. Full stop. That's it. They don't have to worry about anything else."	unrelated	unknown	
ai	152	2390	on Monday, February 19th, 2018	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	Pants on Fire!	The reason why Democrats only talk about at the totally made up Russia story is because they have no message, no agenda, and no vision.	I never said Russia did not meddle in the election.	discuss	unknown	
ai	152	3868	on Thursday, December 15th, 2016	http://politifact.com/punditfact/statements/2016/dec/15/realtime-politics/websites-offer-false-headlines-about-treason-c/	FALSE	The reason why Democrats only talk about at the totally made up Russia story is because they have no message, no agenda, and no vision.	Democrats Filing TREASON Charges Against Trump, McConnell, Giuliani,  Comey.	discuss	unknown	
ai	152	3314	on Friday, May 12th, 2017	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/	Pants on Fire!	The reason why Democrats only talk about at the totally made up Russia story is because they have no message, no agenda, and no vision.	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.	agree	FALSE	
ni	153	3661	on Thursday, February 16th, 2017	http://politifact.com/truth-o-meter/statements/2017/feb/16/donald-trump/trump-hints-stock-market-record-high-linked-presid/	Mostly True	They don't talk about the all time high stock market.	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.	agree	unknown	
ai	153	3661	on Thursday, February 16th, 2017	http://politifact.com/truth-o-meter/statements/2017/feb/16/donald-trump/trump-hints-stock-market-record-high-linked-presid/	Mostly True	They don't talk about the all time high stock market.	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.	repeated	repeated	
ai	153	6112	on Tuesday, August 4th, 2015	http://politifact.com/truth-o-meter/statements/2015/aug/04/hillary-clinton/hillary-clinton-says-stock-market-has-done-better-/	Mostly True	They don't talk about the all time high stock market.	The stock market does better when you have a Democratic president in the White House.	discuss	unknown	
ai	153	2806	on Thursday, October 12th, 2017	http://politifact.com/truth-o-meter/statements/2017/oct/12/donald-trump/donald-trumps-misleading-linkage-between-stock-gai/	FALSE	They don't talk about the all time high stock market.	The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense were reducing debt."	discuss	unknown	
ai	153	497	on Tuesday, June 25th, 2019	http://politifact.com/punditfact/statements/2019/jun/25/charles-payne/fox-business-host-wrongly-claimed-market-crashed-i/	Mostly False	They don't talk about the all time high stock market.	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.	discuss	unknown	
ai	153	897	on Wednesday, March 13th, 2019	http://politifact.com/punditfact/statements/2019/mar/13/matthew-dowd/did-obamas-final-years-beat-trump-jobs-stock-value/	Half-True	They don't talk about the all time high stock market.	Job growth and stock growth for the first two years of Trump are down from where they were (during the) last two years of Obama.	discuss	unknown	
ni	154	4361	on Wednesday, September 7th, 2016	http://politifact.com/truth-o-meter/statements/2016/sep/08/donald-trump/Trump-says-Clinton-satisfied-with-VA/	Mostly False	They don't talk about reforms to the V.A.	Says Hillary Clinton said the Veterans Affairs scandal is "overexaggerated." "She said she was satisfied with what was going on."	unrelated	unknown	
ai	154	4614	on Monday, July 25th, 2016	http://politifact.com/truth-o-meter/statements/2016/jul/25/tim-kaine/does-donald-trump-want-privatize-va/	Mostly False	They don't talk about reforms to the V.A.	Says "Donald Trump is a guy who has called for privatization" of the Veterans Administration.	disagree	unknown	
ai	154	10299	on Thursday, September 27th, 2012	http://politifact.com/new-hampshire/statements/2012/sep/27/carol-shea-porter/carol-shea-porter-distorts-frank-guintas-voting-re/	Mostly False	They don't talk about reforms to the V.A.	Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.	unrelated	unknown	
ai	154	4361	on Wednesday, September 7th, 2016	http://politifact.com/truth-o-meter/statements/2016/sep/08/donald-trump/Trump-says-Clinton-satisfied-with-VA/	Mostly False	They don't talk about reforms to the V.A.	Says Hillary Clinton said the Veterans Affairs scandal is "overexaggerated." "She said she was satisfied with what was going on."	repeated	repeated	
ai	154	8809	on Wednesday, October 2nd, 2013	http://politifact.com/truth-o-meter/statements/2013/oct/02/bernie-sanders/sen-bernie-sanders-says-texas-republicans-want-abo/	FALSE	They don't talk about reforms to the V.A.	(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.	unrelated	unknown	
ai	155	5065	on Friday, April 22nd, 2016	http://politifact.com/pennsylvania/statements/2016/apr/22/donald-trump/donald-trump-and-number-manufacturing-jobs-pennsyl/	Mostly True	Or about manufacturing jobs we're bringing back to America by the hundreds of thousands.	Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and "Harrisburg has lost 40 percent of its manufacturing jobs since 2001."	discuss	unknown	
ai	155	1417	on Wednesday, October 24th, 2018	http://politifact.com/ohio/statements/2018/oct/24/donald-trump/facts-trump-and-ohio-steel-mills/	Half-True	Or about manufacturing jobs we're bringing back to America by the hundreds of thousands.	All across Ohio, steel mills are reopening.	agree	unknown	
ai	155	11981	on Tuesday, December 6th, 2011	http://politifact.com/truth-o-meter/statements/2011/dec/06/newt-gingrich/newt-gingrich-says-barack-obama-has-killed-jobs-en/	Mostly False	Or about manufacturing jobs we're bringing back to America by the hundreds of thousands.	President Barack Obama "has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing."	unrelated	unknown	
ni	156	3405	on Thursday, April 20th, 2017	http://politifact.com/wisconsin/statements/2017/apr/20/donald-trump/while-mentioning-keystone-xl-donald-trump-errs-say/	FALSE	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	All pipelines that are coming into this country from now on has to be American steel.	unrelated	unknown	
ni	156	3662	on Thursday, February 16th, 2017	http://politifact.com/punditfact/statements/2017/feb/16/learnprogressorg/trump-caught-investing-dakota-access-pipeline-appr/	FALSE	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	Says Donald Trump was "caught investing in (the) Dakota Pipeline before signing it."	discuss	unknown	
ni	156	5858	on Wednesday, October 14th, 2015	http://politifact.com/truth-o-meter/statements/2015/oct/14/hillary-clinton/clinton-says-her-keystone-xl-position-isnt-flip-fl/	No Flip	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	On the Keystone XL pipeline	unrelated	unknown	
ai	156	3424	on Sunday, April 16th, 2017	http://politifact.com/new-york/statements/2017/apr/16/kirsten-gillibrand/will-oil-keystone-xl-pipeline-stay-us/	Mostly False	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	The Keystone XL pipeline "doesnt even have any oil for America."	unrelated	unknown	
ai	156	11256	on Tuesday, April 17th, 2012	http://politifact.com/ohio/statements/2012/apr/17/mike-dovilla/mike-dovilla-claims-obamas-refusal-allow-keystone-/	FALSE	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	Says President Obama's decision to not issue a permit for the Keystone XL pipeline meant "we were denied the ability immediately to reduce prices at the pump."	unrelated	unknown	
ai	156	3405	on Thursday, April 20th, 2017	http://politifact.com/wisconsin/statements/2017/apr/20/donald-trump/while-mentioning-keystone-xl-donald-trump-errs-say/	FALSE	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	All pipelines that are coming into this country from now on has to be American steel.	repeated	repeated	
ai	156	3662	on Thursday, February 16th, 2017	http://politifact.com/punditfact/statements/2017/feb/16/learnprogressorg/trump-caught-investing-dakota-access-pipeline-appr/	FALSE	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	Says Donald Trump was "caught investing in (the) Dakota Pipeline before signing it."	repeated	repeated	
ai	156	7514	on Thursday, July 31st, 2014	http://politifact.com/truth-o-meter/statements/2014/jul/31/cory-gardner/cory-gardner-says-keystone-xl-pipeline-would-creat/	Mostly False	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built.	unrelated	unknown	
ai	156	6999	on Sunday, November 16th, 2014	http://politifact.com/punditfact/statements/2014/nov/16/chris-wallace/chris-wallace-harry-reid-blocked-any-vote-keystone/	Half-True	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years.	unrelated	unknown	
ai	156	7704	on Monday, June 23rd, 2014	http://politifact.com/virginia/statements/2014/jun/23/ed-gillespie/ed-gillespie-says-mark-warners-record-against-keys/	Mostly False	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	Mark Warners "record is one of acting against" the Keystone XL pipeline.	unrelated	unknown	
ai	156	11128	on Wednesday, May 9th, 2012	http://politifact.com/florida/statements/2012/may/09/freedom-pac/pro-connie-mack-super-pac-says-nelson-sides-obama-/	Half-True	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	U.S. Sen. Bill Nelson "chose to side with President Obama" against the Keystone pipeline	unrelated	unknown	
ai	156	5858	on Wednesday, October 14th, 2015	http://politifact.com/truth-o-meter/statements/2015/oct/14/hillary-clinton/clinton-says-her-keystone-xl-position-isnt-flip-fl/	No Flip	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	On the Keystone XL pipeline	repeated	repeated	
ai	156	7013	on Tuesday, November 11th, 2014	http://politifact.com/punditfact/statements/2014/nov/11/anna-kooiman/fox-news-host-keystone-pipeline-would-create-tens-/	Mostly False	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	There would be tens of thousands of jobs created if President Barack Obama approved the Keystone XL pipeline.	unrelated	unknown	
ai	156	8260	on Thursday, February 13th, 2014	http://politifact.com/punditfact/statements/2014/feb/13/ralph-reed/ralph-reed-says-alternatives-keystone-pipeline-are/	Half-True	They don't talk about the Keystone pipeline that I immediately approved or the Dakota Access Pipeline.	A government report shows that alternatives to the Keystone XL pipeline "are worse" for the environment.	unrelated	unknown	
ni	157	3314	on Friday, May 12th, 2017	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/	Pants on Fire!	Russia story is a total fabrication.	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.	agree	FALSE	
ai	157	2752	on Monday, October 30th, 2017	http://politifact.com/truth-o-meter/statements/2017/oct/30/blog-posting/fake-news-blog-claims-jeff-flake-leaks-indictments/	Pants on Fire!	Russia story is a total fabrication.	Jeff Flakes office leaks names of those charged in Muellers Russian probe.	unrelated	unknown	
ai	157	3314	on Friday, May 12th, 2017	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/	Pants on Fire!	Russia story is a total fabrication.	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.	repeated	repeated	
ai	157	2390	on Monday, February 19th, 2018	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	Pants on Fire!	Russia story is a total fabrication.	I never said Russia did not meddle in the election.	discuss	unknown	
ai	158	1848	on Tuesday, July 17th, 2018	http://politifact.com/punditfact/statements/2018/jul/17/sean-hannity/sean-hannity-cites-misleading-obama-quote-coverage/	Mostly False	It is just an excuse for the greatest loss in the history of American politics.	In 2016, when Hillary Clinton appeared to have a firm lead in the polls  oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with.	agree	unknown	
ni	161	4171	on Sunday, October 9th, 2016	http://politifact.com/truth-o-meter/statements/2016/oct/10/donald-trump/donald-trump-says-hillary-clinton-deleted-33000-em/	Half-True	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.	agree	unknown	
ni	161	5168	on Sunday, April 3rd, 2016	http://politifact.com/truth-o-meter/statements/2016/apr/03/hillary-clinton/hillary-clinton-i-have-now-put-out-all-my-emails/	Half-True	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	I have now put out all of my emails.	disagree	unknown	
ni	161	7	on Monday, October 28th, 2019	http://politifact.com/facebook-fact-checks/statements/2019/oct/28/facebook-posts/fact-checking-hillary-clintons-ties-russia/	Mostly False	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."	agree	FALSE	
ai	161	4171	on Sunday, October 9th, 2016	http://politifact.com/truth-o-meter/statements/2016/oct/10/donald-trump/donald-trump-says-hillary-clinton-deleted-33000-em/	Half-True	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.	repeated	repeated	
ai	161	4261	on Monday, September 26th, 2016	http://politifact.com/truth-o-meter/statements/2016/sep/27/hillary-clinton/hillary-clinton-claims-donald-trump-invited-russia/	Half-True	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Says Donald Trump "publicly invited Putin to hack into Americans (emails)."	unrelated	unknown	
ai	161	2413	on Monday, February 12th, 2018	http://politifact.com/florida/statements/2018/feb/12/matt-gaetz/fbi-not-actively-investigating-clinton-emails/	FALSE	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	The "FBI was actively investigating Hillary Clinton's use of a private email server" on Sept. 2, 2016.	discuss	unknown	
ai	161	4662	on Tuesday, July 19th, 2016	http://politifact.com/truth-o-meter/statements/2016/jul/20/chris-christie/stamp-one-correct-chris-christie-says-clinton-wron/	TRUE	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Says Hillary Clinton "said all workrelated emails were sent back to the State Department. The FBI director said, that's not true."	discuss	unknown	
ai	161	2604	on Tuesday, December 12th, 2017	http://politifact.com/punditfact/statements/2017/dec/12/houstonchronicle-tvcom/no-trump-hasnt-fired-justice-departments-rod-rosen/	Pants on Fire!	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Breaking Trump fires deputy attorney general Rod Rosenstein, raising questions over Muellers fate.	discuss	unknown	
ai	161	5168	on Sunday, April 3rd, 2016	http://politifact.com/truth-o-meter/statements/2016/apr/03/hillary-clinton/hillary-clinton-i-have-now-put-out-all-my-emails/	Half-True	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	I have now put out all of my emails.	repeated	repeated	
ai	161	5134	on Friday, April 8th, 2016	http://politifact.com/colorado/statements/2016/apr/08/Jack_Graham/jack-graham-says-its-clearhillary-clinton-violated/	FALSE	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Its clear thatHillary Clinton"violated national security laws."	discuss	unknown	
ai	161	1716	on Monday, August 20th, 2018	http://politifact.com/punditfact/statements/2018/aug/20/rudy-giuliani/giuliani-gets-facts-wrong-about-trump-tower-meetin/	Pants on Fire!	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	The Trump campaign "didnt know" that Natalia Veselnitskaya "was a representative of the Russian government. ... I don't even know if they knew she was Russian at the time."	unrelated	unknown	
ai	161	4121	on Tuesday, October 18th, 2016	http://politifact.com/truth-o-meter/statements/2016/oct/18/donald-trump/fbi-director-james-comey-says-donald-trump-has-it-/	FALSE	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Says Hillary Clinton was "let off the hook" for her email scandal while Gen. David Petraeus had his life "destroyed for doing far, far less."	discuss	unknown	
ai	161	7	on Monday, October 28th, 2019	http://politifact.com/facebook-fact-checks/statements/2019/oct/28/facebook-posts/fact-checking-hillary-clintons-ties-russia/	Mostly False	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."	repeated	repeated	
ai	161	4688	on Friday, July 15th, 2016	http://politifact.com/truth-o-meter/statements/2016/jul/15/donald-trump/donald-trump-mischaract-fbi-director-comment-about/	FALSE	What the prosecutor should be look at are Hillary Clinton's 33,000 deleted emails, and they should be looking at the paid Russian speeches.	Just look at what the FBI director said about her (Hillary Clinton)  her misconduct is a disgrace and embarrassment to our country.	discuss	unknown	
ai	162	1017	on Thursday, February 14th, 2019	http://politifact.com/facebook-fact-checks/statements/2019/feb/14/facebook-posts/fact-checking-claim-mitch-mcconnells-biggest-donor/	FALSE	And the owned Russian companies.	Says Mitch McConnell's "biggest donor" is a "Russian oligarch that the GOP just lifted sanctions on."	unrelated	unknown	
ai	162	1127	on Tuesday, January 15th, 2019	http://politifact.com/truth-o-meter/statements/2019/jan/15/mark-warner/trump-wants-lift-sanctions-related-russian-oligarc/	Half-True	And the owned Russian companies.	Says the Trump administration has "a scheme to try to take (Oleg Deripaskas) ownership level down from 70 percent to roughly 40, 45" so that the Russian company is no longer subject to sanctions.	unrelated	unknown	
ai	162	2345	on Tuesday, March 6th, 2018	http://politifact.com/punditfact/statements/2018/mar/06/laurence-tribe/was-russia-exempted-latest-round-north-korea-sanct/	Mostly False	And the owned Russian companies.	President Donald "Trumps latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll Russia."	unrelated	unknown	
ai	162	4756	on Thursday, June 30th, 2016	http://politifact.com/truth-o-meter/statements/2016/jun/30/donald-trump/donald-trump-inaccurately-suggests-clinton-got-pai/	Mostly False	And the owned Russian companies.	Says Hillary Clintons State Department "approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation."	unrelated	unknown	
ai	162	5339	on Wednesday, March 2nd, 2016	http://politifact.com/truth-o-meter/statements/2016/mar/02/ted-cruz/yes-donald-trump-has-been-linked-mob/	TRUE	And the owned Russian companies.	There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.	unrelated	unknown	
ai	162	4512	on Monday, August 8th, 2016	http://politifact.com/punditfact/statements/2016/aug/08/anthony-weiner/anthony-weiner-lacks-collateral-claim-about-donald/	Mostly False	And the owned Russian companies.	We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.	unrelated	unknown	
ai	162	4281	on Thursday, September 22nd, 2016	http://politifact.com/truth-o-meter/statements/2016/sep/22/michael-morell/experts-say-donald-trumps-policies-dovetail-what-v/	Mostly True	And the owned Russian companies.	Says Donald Trump has outlined "policies that read like a Kremlin wish list."	unrelated	unknown	
ni	163	1206	on Friday, December 7th, 2018	http://politifact.com/facebook-fact-checks/statements/2018/dec/07/blog-posting/complex-tale-involving-hillary-clinton-uranium-rus/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton sold 20 percent of Americas uranium to Russia and then "the Russian government gave $145 million to the Clinton Foundation." Former FBI Director and special counsel Robert Mueller "delivered it."	agree	FALSE	
ni	163	7	on Monday, October 28th, 2019	http://politifact.com/facebook-fact-checks/statements/2019/oct/28/facebook-posts/fact-checking-hillary-clintons-ties-russia/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."	agree	FALSE	
ni	163	4756	on Thursday, June 30th, 2016	http://politifact.com/truth-o-meter/statements/2016/jun/30/donald-trump/donald-trump-inaccurately-suggests-clinton-got-pai/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clintons State Department "approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation."	agree	FALSE	
ni	163	4754	on Thursday, June 30th, 2016	http://politifact.com/truth-o-meter/statements/2016/jun/30/michael-cohen/pants-fire-trump-lawyer-tweets-meme-accusing-clint/	Pants on Fire!	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton "presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador."	agree	FALSE	
ni	163	2623	on Wednesday, December 6th, 2017	http://politifact.com/punditfact/statements/2017/dec/06/puppetstringnewscom/story-misleads-tying-obama-russian-spy-swap-hillar/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Obama released 10 Russian agents from U.S. custody in 2010 during Hillarys uranium deal.	unrelated	unknown	
ni	163	4231	on Friday, September 30th, 2016	http://politifact.com/wisconsin/statements/2016/sep/30/donald-trump/nuclear-claim-donald-trump-says-hillary-clinton-ga/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton "gave up 20 percent of America's uranium supply to Russia."	agree	FALSE	
ai	163	1206	on Friday, December 7th, 2018	http://politifact.com/facebook-fact-checks/statements/2018/dec/07/blog-posting/complex-tale-involving-hillary-clinton-uranium-rus/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton sold 20 percent of Americas uranium to Russia and then "the Russian government gave $145 million to the Clinton Foundation." Former FBI Director and special counsel Robert Mueller "delivered it."	repeated	repeated	
ai	163	7	on Monday, October 28th, 2019	http://politifact.com/facebook-fact-checks/statements/2019/oct/28/facebook-posts/fact-checking-hillary-clintons-ties-russia/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."	repeated	repeated	
ai	163	4756	on Thursday, June 30th, 2016	http://politifact.com/truth-o-meter/statements/2016/jun/30/donald-trump/donald-trump-inaccurately-suggests-clinton-got-pai/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clintons State Department "approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation."	repeated	repeated	
ai	163	4754	on Thursday, June 30th, 2016	http://politifact.com/truth-o-meter/statements/2016/jun/30/michael-cohen/pants-fire-trump-lawyer-tweets-meme-accusing-clint/	Pants on Fire!	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton "presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador."	repeated	repeated	
ai	163	2513	on Wednesday, January 17th, 2018	http://politifact.com/punditfact/statements/2018/jan/17/republican-news/no-uranium-one-investigation-has-not-led-indictmen/	FALSE	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	First indictment issued in Russian bribery case tied to Obamaera Uranium One deal.	unrelated	unknown	
ai	163	2623	on Wednesday, December 6th, 2017	http://politifact.com/punditfact/statements/2017/dec/06/puppetstringnewscom/story-misleads-tying-obama-russian-spy-swap-hillar/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Obama released 10 Russian agents from U.S. custody in 2010 during Hillarys uranium deal.	repeated	repeated	
ai	163	4231	on Friday, September 30th, 2016	http://politifact.com/wisconsin/statements/2016/sep/30/donald-trump/nuclear-claim-donald-trump-says-hillary-clinton-ga/	Mostly False	Or let them look at at the uranium she sold that's now in the hands of very angry Russian.	Says Hillary Clinton "gave up 20 percent of America's uranium supply to Russia."	repeated	repeated	
ai	164	8172	on Tuesday, March 4th, 2014	http://politifact.com/punditfact/statements/2014/mar/04/chris-matthews/hardball-host-chris-matthews-says-russian-troops-a/	Mostly True	Most people know there were no Russians in our campaign.	The Russians didnt wear uniforms when they came in to Ukraine.	unrelated	unknown	
ai	164	889	on Thursday, March 14th, 2019	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	Pants on Fire!	Most people know there were no Russians in our campaign.	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	discuss	unknown	
ai	164	3881	on Sunday, December 11th, 2016	http://politifact.com/truth-o-meter/statements/2016/dec/11/reince-priebus/priebus-falsely-claims-no-conclusive-report-whethe/	FALSE	Most people know there were no Russians in our campaign.	There's been no conclusive or specific report to say Russia was trying to muddy the election.	discuss	unknown	
ai	164	3190	on Tuesday, June 20th, 2017	http://politifact.com/north-carolina/statements/2017/jun/20/richard-burr/heres-every-time-russian-or-soviet-spies-tried-int/	Half-True	Most people know there were no Russians in our campaign.	This is not the first time (the Russians) have been involved in our elections.	discuss	unknown	
ai	166	7	on Monday, October 28th, 2019	http://politifact.com/facebook-fact-checks/statements/2019/oct/28/facebook-posts/fact-checking-hillary-clintons-ties-russia/	Mostly False	We didn't win because of Russia.	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."	unrelated	unknown	
ai	166	4553	on Monday, August 1st, 2016	http://politifact.com/truth-o-meter/statements/2016/aug/01/donald-trump/donald-trump-gets-full-flop-whether-hes-had-relati/	Full Flop	We didn't win because of Russia.	On whether hes had a relationship with Vladimir Putin.	unrelated	unknown	
