line_number	vclaim_id	sentence	vclaim	comment-1	comment-2	comment-3	stance-1	stance-2	stance-3	stance	verdict-1	verdict-2	verdict-3	verdict
653	14601	I actually think my regulation cutting had more of an impact on the economy than the tax cuts.	We know that tax cuts are remarkably unstimulative when you compare them with different kinds of government spending.				not-claim	unrelated	unrelated	unrelated	not-claim	unknown	unknown	unknown
653	14718	I actually think my regulation cutting had more of an impact on the economy than the tax cuts.	Marco Rubio's "economic proposals will add $3.5 trillion to the federal deficit."				not-claim	unrelated	unrelated	unrelated	not-claim	unknown	unknown	unknown
653	4224	I actually think my regulation cutting had more of an impact on the economy than the tax cuts.	The Great Recession emerged "in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm."				not-claim	unrelated	unrelated	unrelated	not-claim	unknown	unknown	unknown
653	389	I actually think my regulation cutting had more of an impact on the economy than the tax cuts.	Trump wants to cut (Medicare) just to pay for tax breaks to billionaires.				not-claim	unrelated	unrelated	unrelated	not-claim	unknown	unknown	unknown
661	1702	I want the cleanest water in the world, I want the cleanest air in the world, I want that air to be so perfect.	I want clean air. I want crystal clean water. And weve got it.Weve got the cleanest country in the planet right now.				not-claim	not-claim	agree	not-claim	not-claim	not-claim	FALSE	not-claim
662	1352	And our air now is better than it was two years ago, with all of the talk and the nonsense.	We invite SNL viewers to Vermont to see all that we have to offer, including our increasingly diverse communities... The leaves are changing and so is Vermont.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
663	1702	Clean  crystal clean water, clean air.	I want clean air. I want crystal clean water. And weve got it.Weve got the cleanest country in the planet right now.				agree	not-claim	agree	agree	FALSE	not-claim	FALSE	FALSE
682	2468	It takes them seven years to get a permit, and they don't do it because it's too long.	America is a nation of builders. We built the Empire State Building in just one year. Isnt it a disgrace that it can now take 10 years just to get a minor permit approved for the building of a simple road?				agree	discuss	agree	agree	unknown	unknown	unknown	unknown
693	10494	I saw a headline on Drudge, I think this morning, unemployment at a 44year low.	Last month, 44 of the 50 states saw an increase in the unemployment rate.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
693	9995	I saw a headline on Drudge, I think this morning, unemployment at a 44year low.	Says New Hampshire had the fourthlowest unemployment rate in the country during Maggie Hassans time in the state Senate.				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
693	11254	I saw a headline on Drudge, I think this morning, unemployment at a 44year low.	We are at a 40year low in our crime rate in our state.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
698	7393	Fortyfour year low unemployment, and  and I saw that in very big letters actually...	Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.				agree	unrelated	unrelated	unrelated	FALSE	unknown	unknown	unknown
698	5914	Fortyfour year low unemployment, and  and I saw that in very big letters actually...	The unemployment rate may be as high as "42 percent."		date		unrelated	discuss	unrelated	unrelated	unknown	unknown	unknown	unknown
706	222	It used to be the G8 a few years ago, and I think President Obama didn't like him or  even though they gave advance notice about the election to Obama...	Crimea "was sort of taken away from President Obama.  And he wanted Russia to be out of what was called the G8. And that was his determination."				agree	unrelated	agree	agree	FALSE	unknown	unknown	unknown
709	2780	You know, Obama was told by the CIA or somebody, FBI, about Russia.	Says "80 percent of the tax breaks in" President Donald Trumps taxcut "proposal go to the top 1 percent, that is, people making more than $730,000 a year."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
709	3125	You know, Obama was told by the CIA or somebody, FBI, about Russia.	Says John Podesta "refused to give the DNC server to the FBI and the CIA. Disgraceful!"				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
709	2414	You know, Obama was told by the CIA or somebody, FBI, about Russia.	Obama did in fact unconstitutionally spy on Trump throughout the presidential election.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
709	1853	You know, Obama was told by the CIA or somebody, FBI, about Russia.	The Russian state has never interfered ... into internal American affairs including election process.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
710	2780	He didn't do anything about it.	Says "80 percent of the tax breaks in" President Donald Trumps taxcut "proposal go to the top 1 percent, that is, people making more than $730,000 a year."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
747	3217	We've done more in 500 days  so now it's 510 days  than any 500day president first term by far.	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."		time frame		agree	discuss	agree	agree	unknown	unknown	unknown	unknown
755	5541	I took that crazy deal that Obama gave them away.	Says Hillary Clinton called Barack Obama "naive" for saying he was would "sit down and talk to the Iranians" during the 2008 Democratic primary.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
785	11836	European Union's not treating us well on trade.	Says President Barack Obama has opened up no new trade relationships with other nations.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
785	12391	European Union's not treating us well on trade.	In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
785	1904	European Union's not treating us well on trade.	The European Union  they send us Mercedes, they send us  by the millions  the BMWs  cars by the millions.				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
